"alias","logo","rating","time"
"Rebecca","animation/logo_188_animation_16.svg","Bad","Timestamp(seconds=1617017961, nanoseconds=399000000)"
"Tim","animation/logo_78_animation_37.svg","Very Bad","Timestamp(seconds=1616966101, nanoseconds=106000000)"
"Jakob","animation/logo_140_animation_27.svg","Okay","Timestamp(seconds=1616963176, nanoseconds=257000000)"
"Michelle","animation/logo_16_animation_8.svg","Okay","Timestamp(seconds=1617008768, nanoseconds=852000000)"
"Jakob","animation/logo_13_animation_3.svg","Very Bad","Timestamp(seconds=1616959441, nanoseconds=842000000)"
"Jakob","animation/logo_141_animation_32.svg","Okay","Timestamp(seconds=1616963354, nanoseconds=434000000)"
"Tim","animation/logo_4_animation_23.svg","Very Bad","Timestamp(seconds=1616962018, nanoseconds=233000000)"
"Rebecca","animation/logo_181_animation_20.svg","Okay","Timestamp(seconds=1617014539, nanoseconds=142000000)"
"Tim","animation/logo_99_animation_0.svg","Very Bad","Timestamp(seconds=1616956592, nanoseconds=818000000)"
"Tim","animation/logo_125_animation_39.svg","Very Bad","Timestamp(seconds=1616965651, nanoseconds=492000000)"
"Sarah","animation/logo_3_animation_39.svg","Bad","Timestamp(seconds=1616953993, nanoseconds=854000000)"
"Jakob","animation/logo_172_animation_41.svg","Very Bad","Timestamp(seconds=1617051689, nanoseconds=725000000)"
"Jonathan","animation/logo_43_animation_41.svg","Very Bad","Timestamp(seconds=1616965179, nanoseconds=233000000)"
"Sarah","animation/logo_179_animation_18.svg","Bad","Timestamp(seconds=1617026022, nanoseconds=230000000)"
"Jakob","animation/logo_120_animation_45.svg","Very Bad","Timestamp(seconds=1616965399, nanoseconds=99000000)"
"Tim","animation/logo_122_animation_23.svg","Okay","Timestamp(seconds=1616962888, nanoseconds=398000000)"
"Jonathan","animation/logo_35_animation_44.svg","Bad","Timestamp(seconds=1616960947, nanoseconds=797000000)"
"Jonathan","animation/logo_97_animation_49.svg","Bad","Timestamp(seconds=1616961164, nanoseconds=290000000)"
"Jakob","animation/logo_143_animation_29.svg","Very Bad","Timestamp(seconds=1617017473, nanoseconds=920000000)"
"Jani","animation/logo_70_animation_37.svg","Okay","Timestamp(seconds=1617011423, nanoseconds=691000000)"
"Jakob","animation/logo_11_animation_12.svg","Very Bad","Timestamp(seconds=1616950326, nanoseconds=587000000)"
"Rebecca","animation/logo_174_animation_12.svg","Very Bad","Timestamp(seconds=1617018219, nanoseconds=974000000)"
"Sarah","animation/logo_88_animation_5.svg","Very Good","Timestamp(seconds=1616955099, nanoseconds=624000000)"
"Jakob","animation/logo_59_animation_13.svg","Okay","Timestamp(seconds=1616927449, nanoseconds=977000000)"
"Phillip","animation/logo_44_animation_5.svg","Bad","Timestamp(seconds=1616959128, nanoseconds=678000000)"
"Tim","animation/logo_28_animation_13.svg","Good","Timestamp(seconds=1616956737, nanoseconds=171000000)"
"Kim","animation/logo_40_animation_43.svg","Good","Timestamp(seconds=1616956892, nanoseconds=686000000)"
"Tim","animation/logo_79_animation_40.svg","Very Bad","Timestamp(seconds=1616954262, nanoseconds=74000000)"
"Tim","animation/logo_128_animation_41.svg","Very Bad","Timestamp(seconds=1617004142, nanoseconds=811000000)"
"Rebecca","animation/logo_89_animation_15.svg","Good","Timestamp(seconds=1616971607, nanoseconds=387000000)"
"Tim","animation/logo_77_animation_49.svg","Very Bad","Timestamp(seconds=1616957219, nanoseconds=77000000)"
"Sarah","animation/logo_130_animation_43.svg","Very Bad","Timestamp(seconds=1616957176, nanoseconds=946000000)"
"Jakob","animation/logo_149_animation_12.svg","Very Bad","Timestamp(seconds=1617050443, nanoseconds=174000000)"
"Jakob","animation/logo_36_animation_9.svg","Okay","Timestamp(seconds=1616962758, nanoseconds=146000000)"
"Kim","animation/logo_110_animation_31.svg","Okay","Timestamp(seconds=1616955010, nanoseconds=180000000)"
"Kim","animation/logo_86_animation_13.svg","Bad","Timestamp(seconds=1616955546, nanoseconds=880000000)"
"Rebecca","animation/logo_105_animation_17.svg","Bad","Timestamp(seconds=1616973644, nanoseconds=562000000)"
"Vinoagrarius","animation/logo_41_animation_3.svg","Okay","Timestamp(seconds=1616997201, nanoseconds=717000000)"
"Jakob","animation/logo_31_animation_12.svg","Very Bad","Timestamp(seconds=1616950275, nanoseconds=257000000)"
"Vinoagrarius","animation/logo_33_animation_23.svg","Bad","Timestamp(seconds=1616997283, nanoseconds=734000000)"
"Tim","animation/logo_135_animation_15.svg","Very Bad","Timestamp(seconds=1616961497, nanoseconds=23000000)"
"Jonathan","animation/logo_81_animation_35.svg","Very Bad","Timestamp(seconds=1616965430, nanoseconds=866000000)"
"Rebecca","animation/logo_27_animation_0.svg","Very Good","Timestamp(seconds=1616971823, nanoseconds=801000000)"
"Michelle","animation/logo_65_animation_38.svg","Very Good","Timestamp(seconds=1617009801, nanoseconds=967000000)"
"Rebecca","animation/logo_82_animation_37.svg","Okay","Timestamp(seconds=1616973589, nanoseconds=341000000)"
"Rebecca","animation/logo_156_animation_3.svg","Okay","Timestamp(seconds=1617027104, nanoseconds=349000000)"
"Tim","animation/logo_46_animation_14.svg","Bad","Timestamp(seconds=1616957233, nanoseconds=495000000)"
"Jakob","animation/logo_6_animation_30.svg","Bad","Timestamp(seconds=1616965295, nanoseconds=905000000)"
"Niklas","animation/logo_53_animation_12.svg","Bad","Timestamp(seconds=1616959541, nanoseconds=138000000)"
"Jonathan","animation/logo_1_animation_38.svg","Okay","Timestamp(seconds=1616965392, nanoseconds=506000000)"
"Jakob","animation/logo_88_animation_41.svg","Good","Timestamp(seconds=1616926816, nanoseconds=883000000)"
"Jakob","animation/logo_19_animation_27.svg","Very Bad","Timestamp(seconds=1616951686, nanoseconds=724000000)"
"Jakob","animation/logo_135_animation_4.svg","Very Bad","Timestamp(seconds=1616927344, nanoseconds=774000000)"
"Tim","animation/logo_18_animation_9.svg","Bad","Timestamp(seconds=1617005831, nanoseconds=785000000)"
"Niklas","animation/logo_139_animation_8.svg","Good","Timestamp(seconds=1616960425, nanoseconds=499000000)"
"Jakob","animation/logo_49_animation_7.svg","Very Bad","Timestamp(seconds=1616961855, nanoseconds=913000000)"
"Sarah","animation/logo_59_animation_31.svg","Okay","Timestamp(seconds=1616957158, nanoseconds=23000000)"
"Sarah","animation/logo_137_animation_13.svg","Bad","Timestamp(seconds=1616957169, nanoseconds=922000000)"
"Rebecca","animation/logo_94_animation_48.svg","Bad","Timestamp(seconds=1617012014, nanoseconds=970000000)"
"Kathi","animation/logo_178_animation_33.svg","Okay","Timestamp(seconds=1617128765, nanoseconds=337000000)"
"Jakob","animation/logo_78_animation_48.svg","Very Bad","Timestamp(seconds=1616962663, nanoseconds=668000000)"
"Rebecca","animation/logo_128_animation_29.svg","Okay","Timestamp(seconds=1617012020, nanoseconds=189000000)"
"Rebecca","animation/logo_146_animation_40.svg","Bad","Timestamp(seconds=1617014726, nanoseconds=61000000)"
"Jakob","animation/logo_169_animation_14.svg","Okay","Timestamp(seconds=1617052132, nanoseconds=117000000)"
"Jonathan","animation/logo_160_animation_1.svg","Very Bad","Timestamp(seconds=1617016115, nanoseconds=536000000)"
"Phillip","animation/logo_74_animation_14.svg","Very Bad","Timestamp(seconds=1616962361, nanoseconds=928000000)"
"Sarah","animation/logo_6_animation_44.svg","Good","Timestamp(seconds=1616954022, nanoseconds=356000000)"
"Sarah","animation/logo_13_animation_12.svg","Very Bad","Timestamp(seconds=1616954905, nanoseconds=448000000)"
"Niklas","animation/logo_75_animation_11.svg","Bad","Timestamp(seconds=1616959487, nanoseconds=791000000)"
"Jakob","animation/logo_164_animation_49.svg","Good","Timestamp(seconds=1617050599, nanoseconds=391000000)"
"Tim","animation/logo_58_animation_11.svg","Very Bad","Timestamp(seconds=1617004211, nanoseconds=770000000)"
"Tim","animation/logo_124_animation_10.svg","Bad","Timestamp(seconds=1617003847, nanoseconds=587000000)"
"Sarah","animation/logo_5_animation_16.svg","Okay","Timestamp(seconds=1616954616, nanoseconds=150000000)"
"Tim","animation/logo_98_animation_36.svg","Bad","Timestamp(seconds=1617000360, nanoseconds=394000000)"
"Phillip","animation/logo_28_animation_17.svg","Bad","Timestamp(seconds=1616959495, nanoseconds=257000000)"
"Rebecca","animation/logo_107_animation_2.svg","Bad","Timestamp(seconds=1616972958, nanoseconds=89000000)"
"Michelle","animation/logo_109_animation_34.svg","Good","Timestamp(seconds=1617009516, nanoseconds=845000000)"
"Jonathan","animation/logo_49_animation_31.svg","Very Bad","Timestamp(seconds=1616961878, nanoseconds=720000000)"
"Kim","animation/logo_139_animation_48.svg","Good","Timestamp(seconds=1616956705, nanoseconds=246000000)"
"TIm","animation/logo_189_animation_16.svg","Bad","Timestamp(seconds=1617016532, nanoseconds=577000000)"
"Phillip","animation/logo_124_animation_5.svg","Bad","Timestamp(seconds=1616958682, nanoseconds=614000000)"
"Niklas","animation/logo_131_animation_37.svg","Good","Timestamp(seconds=1616960287, nanoseconds=407000000)"
"Tim","animation/logo_59_animation_44.svg","Bad","Timestamp(seconds=1616959537, nanoseconds=267000000)"
"Jakob","animation/logo_171_animation_23.svg","Good","Timestamp(seconds=1617030199, nanoseconds=953000000)"
"Selina","animation/logo_152_animation_48.svg","Good","Timestamp(seconds=1617128501, nanoseconds=374000000)"
"Niklas","animation/logo_132_animation_39.svg","Bad","Timestamp(seconds=1616960239, nanoseconds=612000000)"
"Selina","animation/logo_66_animation_41.svg","Okay","Timestamp(seconds=1617128344, nanoseconds=908000000)"
"Kim","animation/logo_11_animation_36.svg","Very Bad","Timestamp(seconds=1616955133, nanoseconds=941000000)"
"Tim","animation/logo_109_animation_4.svg","Very Bad","Timestamp(seconds=1616965981, nanoseconds=98000000)"
"Jakob","animation/logo_28_animation_45.svg","Very Bad","Timestamp(seconds=1616950308, nanoseconds=387000000)"
"Jonathan","animation/logo_168_animation_35.svg","Okay","Timestamp(seconds=1617016273, nanoseconds=491000000)"
"Jakob","animation/logo_58_animation_23.svg","Bad","Timestamp(seconds=1616959373, nanoseconds=183000000)"
"Jonathan","animation/logo_160_animation_37.svg","Very Bad","Timestamp(seconds=1617016252, nanoseconds=66000000)"
"Rebecca","animation/logo_168_animation_46.svg","Bad","Timestamp(seconds=1617014629, nanoseconds=362000000)"
"Tim","animation/logo_76_animation_47.svg","Very Bad","Timestamp(seconds=1616957893, nanoseconds=330000000)"
"Jonathan","animation/logo_33_animation_35.svg","Very Bad","Timestamp(seconds=1616965999, nanoseconds=189000000)"
"Tim","animation/logo_60_animation_25.svg","Okay","Timestamp(seconds=1616963449, nanoseconds=168000000)"
"Tim","animation/logo_102_animation_29.svg","Bad","Timestamp(seconds=1617003122, nanoseconds=990000000)"
"Jonathan","animation/logo_188_animation_39.svg","Very Bad","Timestamp(seconds=1617117479, nanoseconds=523000000)"
"Jonathan","animation/logo_160_animation_18.svg","Okay","Timestamp(seconds=1617117446, nanoseconds=898000000)"
"Jakob","animation/logo_188_animation_22.svg","Bad","Timestamp(seconds=1617014425, nanoseconds=648000000)"
"Phillip","animation/logo_95_animation_39.svg","Bad","Timestamp(seconds=1616958748, nanoseconds=388000000)"
"Niklas","animation/logo_165_animation_36.svg","Good","Timestamp(seconds=1617013696, nanoseconds=710000000)"
"Tim","animation/logo_129_animation_12.svg","Bad","Timestamp(seconds=1616957758, nanoseconds=475000000)"
"Rebecca","animation/logo_58_animation_19.svg","Good","Timestamp(seconds=1616972363, nanoseconds=873000000)"
"Phillip","animation/logo_116_animation_24.svg","Very Bad","Timestamp(seconds=1616959332, nanoseconds=155000000)"
"Sarah","animation/logo_118_animation_7.svg","Bad","Timestamp(seconds=1616953970, nanoseconds=208000000)"
"Tim","animation/logo_2_animation_21.svg","Very Bad","Timestamp(seconds=1616961435, nanoseconds=131000000)"
"Sarah","animation/logo_156_animation_48.svg","Good","Timestamp(seconds=1617027179, nanoseconds=906000000)"
"Kim","animation/logo_92_animation_45.svg","Bad","Timestamp(seconds=1617007438, nanoseconds=137000000)"
"Kim","animation/logo_118_animation_38.svg","Very Bad","Timestamp(seconds=1616957726, nanoseconds=503000000)"
"Jakob","animation/logo_118_animation_39.svg","Very Bad","Timestamp(seconds=1616951322, nanoseconds=721000000)"
"Jakob","animation/logo_179_animation_15.svg","Bad","Timestamp(seconds=1617050289, nanoseconds=100000000)"
"Jakob","animation/logo_179_animation_0.svg","Okay","Timestamp(seconds=1617050351, nanoseconds=333000000)"
"Simon","animation/logo_190_animation_28.svg","Okay","Timestamp(seconds=1617128227, nanoseconds=704000000)"
"Kim","animation/logo_105_animation_18.svg","Very Bad","Timestamp(seconds=1616956562, nanoseconds=875000000)"
"Kim","animation/logo_5_animation_28.svg","Good","Timestamp(seconds=1616957377, nanoseconds=292000000)"
"Jonathan","animation/logo_173_animation_32.svg","Very Bad","Timestamp(seconds=1617016196, nanoseconds=302000000)"
"Vinoagrarius","animation/logo_87_animation_40.svg","Good","Timestamp(seconds=1616997700, nanoseconds=582000000)"
"Jakob","animation/logo_150_animation_11.svg","Very Bad","Timestamp(seconds=1617052254, nanoseconds=11000000)"
"Tim","animation/logo_102_animation_46.svg","Very Bad","Timestamp(seconds=1616963603, nanoseconds=355000000)"
"Jakob","animation/logo_151_animation_18.svg","Very Good","Timestamp(seconds=1617017478, nanoseconds=848000000)"
"Jakob","animation/logo_57_animation_21.svg","Very Bad","Timestamp(seconds=1616927302, nanoseconds=297000000)"
"Jakob","animation/logo_49_animation_35.svg","Bad","Timestamp(seconds=1617012947, nanoseconds=293000000)"
"Tim","animation/logo_14_animation_0.svg","Very Bad","Timestamp(seconds=1616962941, nanoseconds=347000000)"
"Kim","animation/logo_57_animation_6.svg","Good","Timestamp(seconds=1616953164, nanoseconds=603000000)"
"Tim","animation/logo_6_animation_4.svg","Bad","Timestamp(seconds=1616957427, nanoseconds=763000000)"
"Jakob","animation/logo_132_animation_1.svg","Bad","Timestamp(seconds=1616927097, nanoseconds=696000000)"
"Tim","animation/logo_19_animation_34.svg","Bad","Timestamp(seconds=1617005719, nanoseconds=297000000)"
"Tim","animation/logo_27_animation_20.svg","Good","Timestamp(seconds=1616958098, nanoseconds=757000000)"
"Niklas","animation/logo_58_animation_40.svg","Bad","Timestamp(seconds=1616959135, nanoseconds=791000000)"
"Kim","animation/logo_110_animation_35.svg","Good","Timestamp(seconds=1617007368, nanoseconds=954000000)"
"Kim","animation/logo_118_animation_28.svg","Okay","Timestamp(seconds=1616957952, nanoseconds=684000000)"
"","animation/logo_37_animation_44.svg","Bad","Timestamp(seconds=1617008650, nanoseconds=975000000)"
"Vinoagrarius","animation/logo_139_animation_1.svg","Bad","Timestamp(seconds=1616997335, nanoseconds=334000000)"
"Jonathan","animation/logo_43_animation_1.svg","Bad","Timestamp(seconds=1617016207, nanoseconds=736000000)"
"Rebecca","animation/logo_179_animation_9.svg","Bad","Timestamp(seconds=1617012367, nanoseconds=585000000)"
"Sarah","animation/logo_171_animation_2.svg","Good","Timestamp(seconds=1617025097, nanoseconds=521000000)"
"Sarah","animation/logo_166_animation_7.svg","Okay","Timestamp(seconds=1617025522, nanoseconds=149000000)"
"Vinoagrarius","animation/logo_160_animation_38.svg","Okay","Timestamp(seconds=1617128540, nanoseconds=513000000)"
"Tim","animation/logo_80_animation_41.svg","Okay","Timestamp(seconds=1616956620, nanoseconds=9000000)"
"Jonathan","animation/logo_99_animation_12.svg","Bad","Timestamp(seconds=1616962026, nanoseconds=862000000)"
"Jakob","animation/logo_36_animation_16.svg","Good","Timestamp(seconds=1616927659, nanoseconds=526000000)"
"Kim","animation/logo_92_animation_40.svg","Bad","Timestamp(seconds=1616956774, nanoseconds=628000000)"
"Sarah","animation/logo_63_animation_19.svg","Good","Timestamp(seconds=1616955142, nanoseconds=951000000)"
"Jakob","animation/logo_183_animation_29.svg","Bad","Timestamp(seconds=1617051185, nanoseconds=24000000)"
"Phillip","animation/logo_104_animation_47.svg","Bad","Timestamp(seconds=1616959159, nanoseconds=85000000)"
"Tim","animation/logo_47_animation_21.svg","Very Bad","Timestamp(seconds=1616963664, nanoseconds=456000000)"
"Jonathan","animation/logo_3_animation_30.svg","Very Bad","Timestamp(seconds=1616962699, nanoseconds=43000000)"
"Tim","animation/logo_155_animation_7.svg","Very Bad","Timestamp(seconds=1617013564, nanoseconds=466000000)"
"Sarah","animation/logo_146_animation_22.svg","Very Bad","Timestamp(seconds=1617026923, nanoseconds=79000000)"
"Tim","animation/logo_96_animation_8.svg","Okay","Timestamp(seconds=1616965590, nanoseconds=988000000)"
"Jonathan","animation/logo_163_animation_32.svg","Okay","Timestamp(seconds=1617016321, nanoseconds=465000000)"
"Jonathan","animation/logo_7_animation_28.svg","Good","Timestamp(seconds=1616961816, nanoseconds=458000000)"
"Tim","animation/logo_107_animation_13.svg","Okay","Timestamp(seconds=1616953658, nanoseconds=717000000)"
"Niklas","animation/logo_13_animation_9.svg","Good","Timestamp(seconds=1616959442, nanoseconds=314000000)"
"Sarah","animation/logo_115_animation_34.svg","Very Bad","Timestamp(seconds=1616953949, nanoseconds=853000000)"
"Niklas","animation/logo_92_animation_24.svg","Good","Timestamp(seconds=1616958571, nanoseconds=994000000)"
"Tim","animation/logo_3_animation_21.svg","Very Bad","Timestamp(seconds=1617003452, nanoseconds=139000000)"
